SequenceName	ClusterNumber
G001824605	214
G001828415	214
G001828545	214
G001302825	214
G001828445	214
G001192655	215
G001897475	215
G000190415	215
G000742835	215
G000757605	215
G001768885	215
G001460935	216
G900078795	216
G001629315	217
G001629475	217
G001629515	217
G001629395	217
G001629445	217
G001629495	217
G001629415	217
G001629355	217
G001629435	217
G001576965	217
G000376165	217
G001543005	217
G001643475	217
G001785035	217
G001705075	217
G001697225	217
G001920795	218
G001918335	218
G001799195	-1
G001748245	219
G001907975	219
G002002505	220
G000695975	220
G002002665	220
G000299235	220
G001280545	220
G000262365	220
G001186405	220
G000755505	220
G000284315	220
G000762845	221
G001460635	221
G000007905	221
G000763135	221
G000349975	221
G000765665	221
G000686565	221
G000762875	221
G000274085	221
G000274045	221
G000008525	221
G000274945	221
G000740095	221
G000009305	221
G000259275	221
G000259255	221
G001282945	221
G001283065	221
G000187625	221
G000237285	221
G000200595	221
G000507845	221
G000507865	221
G000509365	221
G000091985	221
G000518225	221
G000155495	221
G000162575	221
G000765745	221
G000158455	221
G000687535	221
G000196135	221
G001829675	222
G001829655	222
G001830775	222
G001829705	222
G000012965	222
G001829755	222
G001829715	222
G001829775	222
G001829785	222
G001830805	222
G001829695	222
G001873135	222
G001871315	222
G000242915	222
G000445475	222
G001829625	222
G000147355	222
G001830685	222
G001829605	222
G000310245	222
G001830665	222
G001830715	222
G001830725	222
G001830745	222
G001829555	222
G000183725	222
G000747095	222
G000830255	222
G000010345	222
G000987835	222
G000296775	222
G000375865	222
G000830175	222
G000186245	222
G900115615	222
G000276965	222
G000522465	222
G000585155	222
G000585195	222
G000284235	222
G000014025	222
G001655195	222
G000092245	222
G000935065	222
G000010325	222
G000583775	222
G000314405	222
G001483845	222
G001497255	222
G002019865	222
G000509875	222
G000620965	222
G000621005	222
G000816345	222
G000816185	222
G000019205	222
G000017585	222
G001190745	222
G001190755	222
G000597805	222
G001643955	222
G000495505	222
G000736415	222
G001298465	222
G000017465	222
G000705255	222
G000743525	222
G000568815	222
G000813345	222
G000265295	222
G000024885	222
G001602955	222
G001548055	222
G000789415	222
G000597725	222
G001316435	223
G000761095	223
G000387765	223
G000620125	223
G001190785	223
G000299355	223
G900095305	223
G900106765	223
G000511955	223
G001282665	223
G001940565	223
G000751555	223
G900095615	223
G900142005	223
G001509345	223
G000309315	223
G000009205	224
G000953275	224
G000687955	224
G900129815	224
G000686145	224
G000499525	224
G001950115	224
G000452245	224
G000154445	224
G000439105	224
G000431415	224
G000381525	224
G000147675	224
G000156055	224
G900142235	224
G000699585	224
G000597865	224
G000238095	224
G000146855	224
G001693775	224
G000196455	224
G000163895	224
G000423525	224
G001750685	224
G001562415	224
G001282725	224
G900142245	224
G900142285	224
G001897605	224
G001748365	224
G900103005	224
G900111615	224
G001042715	224
G000621485	224
G900101495	224
G000016985	224
G000018325	224
G900107405	224
G000435175	225
G001916175	225
G000434195	225
G000433915	225
G000433755	225
G000521465	226
G000015865	226
G001512505	226
G000237085	226
G000179595	226
G001262605	226
G000745845	226
G000421965	226
G000175795	226
G000526495	226
G000022065	226
G000350485	226
G000621505	226
G001797195	226
G001512425	226
G000331995	226
G001513105	226
G001512485	226
G001512555	226
G001604165	227
G001604185	227
G001603035	227
G900107185	227
G000621765	227
G900099715	227
G000688035	227
G000025225	227
G001512945	227
G001512745	227
G000620885	228
G000972995	228
G000567965	228
G000620905	228
G000196035	228
G001463995	228
G000973005	228
G001564995	228
G001564695	228
G000619785	228
G000960735	228
G000183885	228
G000027145	228
G000148995	228
G000525795	228
G000525875	228
G000252625	228
G001050305	228
G000525975	228
G000525955	228
G000766865	228
G000525915	228
G000620985	228
G000378905	229
G000294575	229
G000383815	229
G000754505	229
G000378925	229
G000378865	229
G001437905	229
G001438395	229
G001437855	229
G001439225	229
G001437755	229
G001439085	229
G000485495	229
G001439035	229
G001437845	229
G001439355	229
G001439025	229
G001438315	229
G001437665	229
G001437695	229
G001437635	229
G001438925	229
G000438965	229
G000372265	229
G000372025	229
G000378885	229
G000384535	229
G000372185	229
G000428345	229
G001293545	230
G000281175	230
G000383835	231
G000372165	231
G001793075	232
G001792295	232
G000993305	232
G000992365	232
G000994895	232
G000993365	232
G000993405	232
G001792345	232
G001793105	232
G001792545	232
G001791885	232
G001793015	232
G001792255	232
G000992125	232
G000993085	232
G001792265	232
G001792995	232
G001792225	232
G001792585	232
G001792215	232
G001792375	232
G001793095	232
G001792065	232
G001792575	232
G000993025	232
G000992255	232
G000992825	232
G000993115	232
G000990505	232
G000992155	232
G001792005	232
G001791965	232
G001792035	232
G001793705	233
G000996475	233
G001793575	233
G000995865	233
G001793455	233
G000996975	233
G000996785	233
G000997405	233
G000996165	233
G000994465	233
G001793615	233
G000999065	233
G001793715	233
G001000385	233
G001001045	233
G001793355	233
G001793535	233
G000994565	233
G000989925	233
G000989765	233
G000989825	233
G000989685	233
G000989595	233
G001791935	233
G001793665	233
G001793465	233
G000989845	233
G000989865	233
G000990005	233
G000989855	233
G000989245	233
G001793635	233
G000989325	233
G001793545	233
G001793755	233
G001793625	233
G001792165	233
G001793345	233
G001792925	233
G001792155	233
G001803475	234
G001803465	234
G001803505	234
G001803415	234
G001003525	235
G001004105	235
G001779475	235
G001779555	235
G001779535	235
G001002015	235
G001779505	235
G001779575	235
G001872545	236
G001791745	236
G001303185	236
G001791135	236
G001791115	236
G001791455	237
G001791305	237
G001790825	237
G001791205	237
G001791565	237
G001790985	237
G001791715	237
G000993535	237
G001004575	237
G001002765	237
G001002565	237
G001791645	237
G001791725	237
G001791735	237
G000996355	237
G000996715	237
G000994285	237
G001001645	237
G000995915	237
G001791065	237
G000997055	237
G000994165	237
G000996525	237
G000996765	237
G000996685	237
G000998515	237
G000997445	237
G000995215	237
G000997065	237
G001791655	237
G000997135	237
G001791635	237
G001004485	237
G001791035	237
G001791505	237
G001791335	237
G001791275	237
G001791145	237
G001509335	238
G001508355	238
G001577215	238
G000402455	238
G001576985	239
G001577025	239
G001626845	239
G001626675	239
G000375825	239
G000402755	239
G000402795	239
G001626655	239
G001626685	239
G001626755	239
G001626695	239
G000405805	239
G001872685	239
G001899175	240
G001567175	240
G001302225	240
G001804565	240
G001536045	241
G001536125	241
G001536005	241
G001458575	241
G001535965	241
G001536145	241
G001442925	241
G001485625	241
G001535985	241
G001536025	241
G001536205	241
G001458535	241
G001442935	241
G001536085	241
G001536185	241
G001536165	241
G001485645	241
G001442845	241
G001536105	241
G001536065	241
G001442855	241
G001804625	241
G001804555	241
G001802215	241
G001919105	241
G001803165	241
G001803345	241
G001803105	241
G001803025	241
G001804665	241
G001802805	241
G001804635	241
G001803365	241
G000279145	241
G001516025	241
G001804605	241
G001802795	241
G001802205	241
G001804545	241
G001803075	241
G001802995	241
G001802865	241
G001802785	241
G001873185	241
G001802895	241
G000258405	241
G001871325	241
G001567545	241
G000168715	242
G001975465	242
G000020645	242
G000012585	242
G000016085	242
G000012485	242
G000015125	242
G000020465	242
G000020505	242
G000006985	242
G000020545	242
G000020625	242
G000020525	242
G000385295	243
G000383715	243
G000172555	243
G001604605	243
G001604625	243
G001873945	-1
G000195185	244
G000196115	244
G000330745	244
G000304635	244
G000338295	244
G000346315	244
G001027925	244
G000346425	244
G000346505	244
G001642955	244
G000346295	244
G001642915	244
G001610875	244
G001642875	244
G000025185	244
G000153105	244
G001464525	244
G001828265	244
G900113665	244
G000165715	244
G001983935	244
G000181475	244
G001707835	244
G000092105	244
G000255655	244
G001956985	244
G001610895	244
G000242455	244
G000186345	244
G000255705	244
G000171775	244
G001917125	245
G000980655	245
G000436195	245
G000432275	245
G001917135	245
G000434135	245
G000434295	245
G000299115	-1
G001180045	246
G000504225	246
G001180165	246
G000155895	246
G000472605	246
G001180065	246
G001179925	246
G000299095	246
G000012345	246
G001703975	246
G001179945	246
G001180145	246
G001719325	246
G000195085	246
G000750175	246
G000163555	246
G000419485	246
G000371825	246
G001767955	247
G001768015	247
G001767865	247
G001768925	247
G001768805	247
G001431705	248
G000735045	248
G001919385	-1
G001798605	249
G001798655	249
G000196175	250
G000691605	250
G000317895	250
G001592755	250
G001592745	250
G000786105	250
G001592735	250
G000525675	250
G001769935	250
G001771815	250
G000348725	250
G001464795	250
G001464715	250
G000312025	251
G000183565	251
G000321025	251
G000311825	251
G000246925	251
G000378725	251
G000468535	251
G900129925	251
G000952975	251
G000311865	251
G000227315	251
G000146345	251
G000478985	251
G001299455	251
G000221565	251
G001299475	251
G900120165	251
G000758845	251
G000312505	251
G001407835	252
G000010185	252
G000800295	252
G000467935	252
G000159095	252
G000024105	252
G000191725	252
G000156575	252
G000312325	252
G000308255	252
G000312365	252
G000311745	252
G000173355	252
G000311985	252
G001286805	252
G900120365	252
G000308275	252
G900119705	252
G900120375	252
G000423145	252
G000245755	252
G001512625	-1
G000688015	253
G000510425	253
G900116785	253
G900115385	253
G900086585	253
G001189495	253
G000758905	253
G000435615	253
G000435715	253
G000525775	253
G900155555	253
G001513255	253
G001602975	253
G000488855	253
G001604025	253
G000426305	253
G000161975	253
G000431615	254
G001941225	254
G000518205	255
G900110675	255
G000428865	255
G000301055	255
G000245795	255
G000301035	255
G001552295	255
G000160075	255
G900100125	255
G001649715	255
G001811135	255
G001543175	255
G001544335	255
G001543285	255
G000160675	255
G000162475	255
G000526675	255
G000421665	255
G900107505	255
G900112935	255
G900113645	255
G900129415	255
G900109135	255
G001975685	255
G000744185	255
G900109585	255
G000744825	255
G001483965	255
G000745125	255
G000744285	255
G000493735	255
G000798825	255
G900113675	255
G900115825	255
G000744375	255
G000317975	255
G000744255	255
G900111355	255
G000315445	255
G000245815	255
G000374325	255
G900129085	255
G900101525	255
G000585255	255
G000429585	255
G000425865	255
G000436255	256
G000434835	256
G000432575	256
G000433875	256
G000438295	256
G000433455	256
G000437335	256
G000433475	256
G000433255	256
G000438415	256
G001303105	-1
G002007865	257
G002007845	257
G002021775	257
G000025585	257
G000341695	257
G001460955	257
G000341655	257
G001515295	257
G001547795	257
G001610775	257
G000741845	257
G000830885	257
G001761445	257
G000009025	257
G000016705	257
G001678035	257
G001459095	257
G000011905	257
G002007905	257
G002007825	257
G001678055	257
G000830905	257
G001889305	257
G000830925	257
G000499365	257
G001010485	257
G000025025	257
G000143165	257
G001005265	257
G001953175	257
G001466665	257
G001796765	257
G001455825	257
G001796495	257
G001796525	257
G001796755	257
G001796555	257
G001796675	257
G001796865	257
G001795205	257
G002011495	257
G002010445	257
G001303565	257
G001796655	257
G001796805	257
G001796415	257
G001794985	257
G001795315	258
G001795275	258
G001795015	258
G001796445	258
G001796725	258
G001796515	258
G000464595	258
G001873005	258
G001872925	258
G001795035	258
G001796685	258
G001796595	258
G002011475	258
G001304345	258
G001796575	258
G001796605	258
G001002285	259
G001001445	259
G001002295	259
G001787315	259
G001000345	259
G001001575	259
G001788675	259
G001787375	260
G001787405	260
G001788645	260
G001787395	260
G001003265	260
G001873435	260
G001029715	260
G000993185	260
G000991725	260
G001872335	260
G001508535	260
G001825485	-1
G000994995	261
G000998905	261
G001823055	261
G001890035	261
G001824825	261
G001004305	261
G001004355	261
G000993015	261
G001825555	261
G001715195	262
G001564065	262
G900129315	262
G001650905	262
G000375465	262
G000375425	262
G001314545	262
G000013045	262
G000419585	262
G000024845	262
G000953475	263
G000817245	263
G000019665	263
G000379365	263
G000526255	263
G001438005	263
G000980515	264
G001917295	264
G001940945	264
G000436395	264
G000723745	264
G000020225	264
G000437075	264
G001578645	264
G001580195	264
G001647615	264
G001683795	264
G900097105	264
G000264605	264
G000285795	264
G000264625	264
G000383735	264
G000378105	264
G900141815	264
G000739615	264
G000428305	264
G000172155	264
G001919485	264
G001914875	264
G001914855	264
G001917935	264
G000173075	264
G001613545	264
G001318295	264
G001730085	-1
G000284115	-1
G001304275	265
G001303465	265
G001828345	265
G001824675	265
G001824645	265
G001603075	265
G001824685	265
G001825715	265
G001825665	265
G001824635	265
G001997385	265
G001999965	265
G002007645	265
G001303695	265
G000024465	266
G000238815	266
G001510185	266
G000384615	266
G000421325	266
G000283595	267
G000007025	267
G000284075	267
G000283855	267
G000964995	267
G000751075	267
G000696365	267
G000255355	267
G000284155	267
G000018205	267
G000828125	267
G000012145	267
G000195735	267
G000008045	267
G000283915	267
G000014345	267
G000012385	267
G000018245	267
G000965005	267
G000010205	267
G000964605	267
G001654795	267
G000964585	267
G001654785	267
G001654775	267
G000964615	267
G000063545	267
G000964595	267
G000309075	267
G000970895	267
G000746585	267
G001897445	267
G000730245	267
G000815465	267
G000219355	267
G001455205	268
G900105875	268
G900111055	268
G000175095	268
G001464045	268
G000219585	268
G900110145	268
G900111605	268
G900111165	268
G900114305	268
G900143275	268
G001007935	268
G900106545	268
G900113925	268
G900114745	268
G900107265	268
G900107335	268
G900100485	268
G000009145	268
G000014765	268
G900103145	268
G000619905	268
G900109785	268
G900113575	268
G000196355	268
G000355765	268
G000832065	268
G000297055	268
G001806235	268
G001802355	268
G000145255	268
G001802335	268
G001801235	268
G001872865	268
G001830535	268
G000025705	268
G000746095	268
G000515275	268
G000378225	268
G001424665	268
G001464125	268
G000384355	268
G000384375	268
G000023705	268
G000093025	268
G000953015	268
G000013705	268
G000617925	268
G000023745	268
G000168995	268
G001438385	268
G001044335	268
G000981505	268
G000373385	268
G000376425	268
G000012745	268
G001063255	268
G000186165	268
G000008805	268
G000006845	268
G000196295	268
G000173895	268
G001592185	268
G000818035	268
G000194925	268
G900086555	268
G001308005	268
G001027865	268
G000227765	268
G000745955	268
G000163775	268
G001458475	268
G000190695	268
G000160435	268
G000620925	268
G000428785	268
G000226875	268
G000158615	268
G000745895	268
G000600005	268
G001457815	268
G000382305	268
G000335715	268
G001037925	268
G000174355	268
G000007705	268
G000812585	268
G001020585	268
G000711885	268
G001515305	268
G001418035	268
G000422925	268
G001619695	268
G000620105	268
G000021025	268
G000420525	268
G000711875	268
G001808185	268
G000374805	268
G001313065	268
G001294205	268
G000429785	268
G000620145	268
G000430805	268
G000428145	268
G000969645	268
G900115065	268
G000428465	268
G000376945	268
G000334955	269
G001634425	269
G001632485	269
G000375345	269
G002006795	269
G000510805	269
G000239355	269
G000160655	269
G001889065	269
G000015345	269
G001888055	269
G000385055	270
G000384955	270
G000385035	270
G000383375	270
G000384935	270
G000252525	270
G000385115	270
G001439525	270
G001438495	270
G001438585	270
G001438425	270
G001439285	270
G001438485	270
G001437675	270
G001464455	271
G001567505	271
G001464665	271
G000820845	271
G001918905	271
G000226295	271
G000012685	272
G000219105	272
G000331735	272
G000255295	272
G000737315	272
G000165485	272
G001027285	272
G000335475	272
G001263175	272
G000022145	272
G000017505	272
G001917705	272
G001770175	273
G001770075	273
G001769835	273
G001769805	273
G001769475	273
G001769915	273
G001770165	273
G001771825	274
G001770015	274
G001770105	274
G001769995	274
G001770005	274
G001769975	274
G001770035	274
G001770125	274
G001771845	274
G001770085	274
G001874305	274
G000447775	274
G000447795	274
G000443995	274
G000447755	274
G000210915	274
G001769855	274
G000091165	275
G001914375	275
G001643535	275
G001799015	276
G001799095	276
G001799115	276
G001798185	276
G001799065	276
G001798395	276
G001798715	276
G001798235	276
G001798535	276
G001795505	276
G001798085	276
G001797335	276
G001798315	276
G001798475	276
G001798105	276
G001798265	276
G000435555	277
G001916695	277
G000431575	277
G000765235	277
G001915895	277
G000469445	277
G000403435	277
G001916835	277
G000307265	277
G000283575	277
G000169255	277
G001688625	277
G001454945	277
G001244995	277
G000492175	277
G000177015	277
G001244495	277
G000620945	277
G000421005	277
G000431075	277
G000436275	277
G900130065	277
G000435995	277
G001916635	277
G001305135	277
G000701665	277
G001643385	277
G000398925	277
G001725215	277
G000188035	278
G000009545	278
G000380005	278
G000831485	278
G000213825	278
G001638255	278
G000006785	278
G000317855	278
G000188015	278
G000772915	278
G000188055	278
G000007265	278
G001598035	278
G000379985	278
G000270145	278
G000376985	278
G000380105	278
G000423745	278
G000423765	278
G000228385	278
G000228205	278
G000228185	278
G000686605	278
G000228505	278
G000187975	278
G001514435	278
G000253395	278
G000785515	278
G000228845	278
G000228925	278
G000229545	278
G000228805	278
G000230225	278
G000229145	278
G000007465	278
G000229705	278
G000347835	278
G000229225	278
G000286075	278
G000347915	278
G000423725	278
G000187995	278
G000372425	278
G000380025	278
G000380045	278
G000014205	278
G000017005	278
G000385925	278
G000463355	278
G000463505	278
G000380065	278
G000027165	278
G000344275	278
G000187465	278
G000164675	278
G000380125	278
G000377005	278
G001182825	278
G000026745	278
G000440115	278
G000380085	278
G000006865	278
G000269945	278
G000981525	278
G001832905	278
G001267865	278
G000174395	278
G000504125	278
G000415185	278
G000407505	278
G000407245	278
G001808965	278
G000407545	278
G000407485	278
G000648175	278
G000007785	278
G000415005	278
G000648015	278
G000415085	278
G000407165	278
G000270185	278
G000283615	278
G000423785	278
G000407285	278
G000185365	278
G000407605	278
G001318405	278
G000406925	278
G000393955	278
G000407365	278
G000406945	278
G001050095	278
G000415145	278
G000157355	278
G000829545	278
G000498295	278
G000313915	278
G000011225	279
G000227355	279
G000518305	279
G000687795	279
G000565175	280
G000500935	280
G000439435	280
G001281045	280
G001267155	280
G001262715	280
G000565215	280
G000526855	280
G000518285	280
G000483165	280
G000236085	280
G001274875	280
G000820525	280
G000400935	280
G000400955	280
G000565195	280
G001029265	280
G001604495	281
G001940985	281
G001512995	281
G001512455	281
G001512985	281
G000433995	281
G000433035	281
G001854655	282
G000374165	282
G000373365	282
G000013345	282
G000058485	282
G000235425	282
G000166135	282
G000177615	282
G001797105	283
G001795115	283
G001802405	283
G001796965	283
G001795045	283
G001793815	284
G001793865	284
G001000105	284
G001029635	285
G000998475	285
G001000945	285
G001002795	285
G001003095	285
G001002585	285
G001000305	285
G001003425	285
G001003645	285
G001793935	285
G001793945	285
G001793975	285
G001793895	285
G001000675	285
G000993695	285
G000996445	285
G001001115	285
G001817805	286
G001817675	286
G001817715	286
G001817755	286
G001002165	286
G001817635	286
G001817685	286
G001817735	286
G001786095	-1
G001871865	-1
G000013165	287
G000022525	287
G001593535	287
G000632985	287
G000512675	287
G000215505	288
G000020305	288
G000172495	288
G000215485	288
G000172515	288
G000011945	288
G000215525	288
G000215605	288
G000172475	288
G000495495	288
G000495535	288
G000215565	288
G000024505	288
G000968465	288
G000965125	288
G000968455	288
G000013125	288
G000689655	288
G000478445	288
G000689615	288
G000964915	288
G900000025	288
G000689635	288
G000964785	288
G000964745	288
G000632845	288
G000508225	288
G000013145	288
G000012565	288
G000825765	288
G000026005	288
G000964795	288
G001637495	288
G000331595	288
G000073005	288
G000376585	288
G000689175	288
G000008025	288
G000008385	288
G000829315	288
G000306885	288
G001752665	288
G000310145	289
G000310185	289
G001051995	289
G000443165	289
G001682385	289
G000349945	289
G000378245	289
G000025965	289
G000425565	289
G001418245	289
G000373965	289
G000527135	289
G000214035	289
G000372885	289
G000934545	289
G000828635	289
G001586935	289
G000012425	289
G000519045	289
G000429605	289
G000429665	289
G001307855	289
G000236665	289
G000024165	289
G900099695	289
G000711315	290
G000696325	290
G000526715	290
G000744875	290
G000012605	290
G000711305	290
G001873715	290
G000384235	290
G000478585	290
G000702325	290
G000381085	290
G000483485	290
G900112445	290
G000227665	290
G000214825	290
G000934765	290
G000711195	290
G900141795	290
G000015105	290
G000010405	290
G001293165	290
G000297135	290
G001281385	290
G001628405	290
G001919455	291
G001920875	291
G001918885	291
G001920835	291
G001919435	291
G000170895	292
G000737335	292
G900112715	292
G000024805	292
G000601485	293
G001189295	293
G000067165	293
G001931535	293
G001312805	293
G001931505	293
G001263205	293
G000737325	293
G001604005	294
G000433415	294
G000437015	294
G001513385	294
G001916755	294
G000433515	294
G000437375	294
G000432075	294
G001797275	294
G000433115	294
G000410475	295
G000410215	295
G000409815	295
G000474615	295
G000309765	295
G000958505	295
G000155515	295
G000309565	295
G000472345	295
G000309585	295
G000418515	295
G001436385	295
G000159495	295
G000829035	295
G000014525	295
G000309705	295
G000410175	295
G000309605	295
G001982095	295
G001982085	295
G000376145	295
G000410435	295
G000195375	295
G000508405	295
G001013375	295
G001434705	295
G001311255	295
G001435035	295
G001311195	295
G001311785	295
G001436115	295
G001591865	295
G001435155	295
G001311175	295
G001436135	295
G001312865	295
G001436225	295
G001437205	295
G001982045	295
G001981925	295
G001982025	295
G000235705	295
G001663835	295
G001723545	295
G001698165	295
G001311645	295
G001436415	295
G001434065	295
G000615365	295
G001981705	295
G001981825	295
G000026065	295
G001435065	295
G000615805	295
G001636145	295
G001636165	295
G000425885	295
G001436325	295
G000469325	295
G001435585	295
G000583695	295
G000422165	295
G000214785	295
G000091765	295
G000011985	295
G000497815	295
G000191545	295
G000178475	295
G000615445	295
G001434335	295
G001435325	295
G000967195	295
G000760615	295
G000970775	295
G000970855	295
G000970735	295
G900094785	295
G001436775	295
G001311725	295
G001042405	295
G000297025	295
G001433915	295
G001436575	295
G000296855	295
G000056065	295
G001434815	295
G000162435	295
G000161895	295
G001012655	295
G001742045	295
G001012675	295
G001012745	295
G000159335	295
G001012735	295
G000175035	295
G001936235	295
G001436455	295
G000155915	295
G000466805	295
G001435695	295
G000425905	295
G001436125	295
G000296835	295
G000014425	295
G000160875	295
G001434555	295
G001436605	295
G001434275	295
G001438805	295
G000831645	295
G001951175	295
G000184535	295
G001434745	295
G001435445	295
G001434665	295
G000615905	295
G000260455	295
G001434295	295
G001050475	295
G000967245	295
G000970795	295
G001436095	295
G001435835	295
G001436505	295
G001433765	295
G001434575	295
G000433015	-1
G000434395	296
G000437395	296
G000437235	296
G001604505	296
G900114425	297
G900112735	297
G000702165	297
G900108995	297
G000340375	297
G900103115	297
G000621925	297
G900109215	297
G000622125	297
G000702065	297
G000437715	297
G000173795	297
G000269565	297
G001244545	297
G000686665	297
G000154805	297
G000154485	297
G000752095	297
G000829905	297
G900114575	298
G001406695	298
G000183585	298
G000450985	298
G000435955	298
G000242195	298
G001688965	298
G000371425	298
G000242955	298
G000163515	298
G000154285	298
G000437615	298
G900155395	298
G001564455	298
G001945535	298
G001945525	298
G000384195	298
G000403415	298
G001945605	298
G000469305	298
G000434715	298
G000210615	298
G000420345	298
G000156655	298
G000434355	298
G000508965	298
G001305055	298
G000313565	298
G900104665	298
G000186945	298
G000425005	298
G000701725	298
G000177375	298
G900120005	298
G000157995	298
G000327285	298
G001800865	298
G001800835	298
G000373785	298
G000270085	298
G001545095	298
G000755705	299
G000753575	299
G000785985	300
G000284295	300
G000962825	300
G000237145	300
G000379645	300
G001884705	300
G000389965	300
G000494755	300
G000717135	300
G000018265	300
G000016425	300
G900109115	300
G000204155	300
G000876225	300
G000145235	300
G000297395	300
G000379685	300
G000428945	300
G000716715	300
G000379825	300
G000720965	300
G000482705	300
G000427885	300
G000719515	300
G000527155	300
G000024545	300
G000585375	300
G000284015	300
G000582785	300
G000702465	300
G000620185	300
G000025345	300
G000701365	300
G000761485	300
G000306785	300
G001424455	300
G001424485	300
G900129455	300
G000421445	300
G001612765	301
G001613465	301
G000308755	301
G000482385	301
G000250675	301
G000308715	301
G000308835	301
G000308695	301
G001310275	301
G001182745	301
G000308595	301
G000719275	301
G000308355	301
G001886715	301
G000308795	301
G000308495	301
G000308675	301
G000308515	301
G000720425	301
G000284035	301
G000308855	301
G001613505	301
G000523235	301
G000526215	301
G000308875	301
G000308615	301
G000381925	301
G000308655	301
G001865855	301
G000308635	301
G001552855	301
G000380645	301
G000341795	301
G001894865	301
G000738775	301
G000196695	301
G000454045	301
G000014565	301
G000511305	301
G001312925	301
G000982715	301
G000389715	301
G001620305	301
G000760735	301
G001426185	301
G001552615	301
G000524475	301
G000214175	301
G000332995	301
G000344155	301
G001698225	301
G000024785	301
G000298195	301
G000247715	301
G001485495	301
G000332975	301
G000248055	301
G000334455	301
G000241345	301
G000241305	301
G000192435	301
G000333035	301
G000423025	301
G000344135	301
G000333015	301
G000241265	301
G000383535	301
G001598915	301
G000964005	301
G000380485	301
G000312385	301
G000092225	301
G000455165	301
G000184435	301
G001049355	301
G001655245	301
G000015305	301
G001044235	301
G001044245	301
G000266905	301
G000015405	301
G001499915	301
G001499855	301
G001583415	301
G001005175	301
G000379865	301
G000230895	301
G000328565	301
G000234585	301
G001570425	301
G000373905	301
G000612825	301
G000455325	301
G000805385	301
G001307545	301
G000015005	301
G000317305	301
G001428895	301
G000613185	301
G001291445	301
G000620625	301
G001426545	301
G000559085	301
G001021385	301
G000230935	301
G001494595	301
G000157895	301
G000723425	301
G000195835	301
G000613245	301
G001417955	301
G000975265	301
G000195855	301
G000340435	301
G000222105	301
G000277125	301
G000007865	301
G001021495	301
G000164135	301
G000689255	301
G000526915	301
G001584765	301
G000257745	301
G001881585	301
G000759695	301
G001673105	301
G001021505	301
G000970885	301
G000972925	301
G000240505	301
G000214155	301
G000069185	301
G001632805	301
G000185725	301
G000092825	301
G000730365	301
G000730405	301
G000730445	301
G000143705	301
G001481715	301
G001017615	301
G001663495	301
G001682255	301
G000814865	301
G000144935	301
G001433475	301
G002009415	301
G000241855	301
G001975165	301
G001653315	301
G001298505	301
G000255935	301
G001719645	301
G001481675	301
G001865765	301
G000972805	301
G000152065	301
G001026945	301
G000227175	301
G000144675	301
G000221625	301
G000258385	301
G001942005	301
G001969485	301
G001969465	301
G001989595	301
G001456175	301
G001447295	301
G001653295	301
G001481755	301
G001047215	301
G001889145	301
G000265545	301
G001867005	301
G000259155	301
G001867045	301
G001866985	301
G001969175	301
G001922265	301
G001876095	301
G001876115	301
G001876055	301
G001875845	301
G001875905	301
G001876085	301
G001457455	301
G001876005	301
G001876175	301
G001875875	301
G001876035	301
G001876255	301
G001876195	301
G000550805	301
G000980835	301
G001020985	301
G000175375	301
G001639025	301
G000747315	301
G000577555	301
G001263755	301
G000739455	301
G000312345	301
G000372085	301
G000159635	301
G000143825	301
G000759055	301
G000373805	301
G000379425	301
G001021065	301
G000767055	301
G000442645	301
G000805675	301
G000833575	301
G000022905	301
G001586215	301
G001054195	301
G000159115	301
G000980815	301
G000550785	301
G001941345	301
G000420605	301
G000688415	301
G001665955	301
G000477955	301
G000477935	301
G000466825	301
G000819445	301
G000835165	301
G001021045	301
G000341345	301
G000375365	301
G001412105	301
G000732945	301
G000296405	301
G001044175	301
G000379705	301
G000420585	301
G000344785	301
G001277995	301
G000011305	301
G000318135	301
G000428805	301
G000590555	301
G001021025	301
G000372385	301
G000156595	301
G000411375	301
G000179395	301
G000418365	301
G000213935	301
G000626675	301
G000183325	301
G000006605	301
G000525655	301
G000177535	301
G000069945	301
G001054945	301
G000023145	301
G001056295	301
G001552415	301
G000758965	301
G001274895	301
G000173655	301
G000427865	301
G000372445	301
G001293125	301
G001281505	301
G000226215	301
G001630765	301
G000349585	301
G000244975	301
G000243395	301
G000258175	301
G000231055	301
G000023865	301
G000527075	301
G000231035	301
G000383795	301
G000244955	301
G000719975	301
G900115565	301
G000717335	301
G000383915	301
G000196835	301
G000732925	301
G000384315	301
G000739085	301
G000519205	301
G000427825	301
G000427905	301
G000504245	301
G000379465	301
G000719115	301
G000974445	301
G001701025	301
G000715895	301
G000716595	301
G000716755	301
G000328705	301
G000023245	301
G000525635	301
G000568255	301
G000715825	301
G000482865	301
G000374445	301
G000564855	301
G900104505	301
G001921215	301
G001302585	301
G000720955	301
G900129375	301
G000371785	301
G000384035	301
G000763095	301
G000497205	301
G000194155	301
G000062885	301
G000718005	301
G001902615	301
G001420995	301
G000717175	301
G000196675	301
G000423625	301
G000620785	301
G000429025	301
G000379625	301
G000426645	301
G000024365	301
G000519005	302
G001428765	302
G001427795	302
G001428565	302
G000785495	302
G000960475	302
G000364605	302
G000422825	302
G000620645	302
G000015265	302
G000620705	302
G000422805	302
G001423135	302
G000389985	302
G001429625	302
G001428125	302
G001429555	302
G001427925	302
G000426525	302
G000720335	302
G001424755	302
G000426045	302
G000471045	302
